日期,订单号,店铺,商品,商品详情,列1,价格,列2,列3,列4,列5,交易状态3,交易状态2,交易状态1,交易状态4,交易状态5,列11,列12,列13,列14,列15,列16,列17,列18,列19,列20,列21,列22,列23,列24,列25,列26,列27,列28,列29,列30,列31,列32,列33,列34,列35,列36,列37,列38,列39,列40,列41,列42,列43,列44,列45,列46,列47,列48,列49,列50,列51,列52,列53,列54
2020/11/14,订单号: 1369828982720658774,南极人澳璃玛专卖店,【返场价】秋装2020新款男士半高领打底衫长袖t恤男秋冬加绒保暖上衣服内搭T [交易快照],颜色：【2件常规装A=79元】任选2件常规款，拍下备注尺码：L,￥128.00,￥68.40,1,申请售后,运费险已出单,￥68.40,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/14,订单号: 1368525133371658774,窝牛旗舰店,【返场价】墙纸自粘卧室温馨装饰壁纸纯色柜子防水防潮贴纸白色宿舍背景墙贴 [交易快照],颜色分类：【浅灰蓝】环保款尺寸/加工方式：小,￥23.20,￥11.30,1,申请售后,￥11.18,(含运费：￥0.00),交易成功,订单详情,双方已评,查看礼包,申请开票,【赠品】部分管控地区不能放 工具比较锋利 亲们使用时要小心哦 [交易快照],￥5.00,￥0.00,1,申请售后,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/13,订单号: 1366942501280658774,暖优旗舰店,大浴巾家用女男纯棉全棉吸水速干不掉毛成人大号毛巾浴巾三件套装 [交易快照],颜色分类：蓝色：圣托里尼浴巾,￥158.00,￥58.00,1,查看退款,投诉商家,运费险已赔付,垫付（58.00元）,￥58.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/11,订单号: 1361494080368658774,owh旗舰店,【狂欢价】西装裤男韩版潮流秋冬宽松直筒休闲裤男垂感毛呢小西裤修身长裤子 [交易快照],颜色：6866咖啡色尺码：30,￥149.00,￥69.90,1,查看退款,投诉商家,运费险已赔付,垫付（69.90元）,￥69.90,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/10,订单号: 1356541777088658774,禹墨旗舰店,禹墨高档磨砂金属商务签字签单笔送礼定制刻字中性笔礼盒定做广告笔印logo替换笔芯 [交易快照],颜色分类：玫瑰金龙头笔,￥12.80,1,申请售后,￥12.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/9,订单号: 1354856113292658774,思鸽旗舰店,适用于苹果8plus水凝膜x xr xs maxs钢化膜11pro全屏iPhone 6 7 8手机膜iphone原装 [交易快照],适用手机型号：iPhone8plus颜色分类：【超清★进口水凝膜】2片装 送神器+后膜,￥58.00,￥9.90,1,申请售后,￥9.81,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/9,订单号: 1354856113293658774,我龙数码配件旗舰店,oppoRenoZ钢化膜oppo RenoZ水凝膜全屏覆盖抗蓝光原装手机膜Reno Z贴膜前后全包无白边刚化软膜保护 [交易快照],适用手机型号：OPPO Reno Z颜色分类：RenoZ 水凝膜【超清进口*全屏无白边】2片*送镜头膜10礼,￥38.90,￥18.90,1,申请售后,￥18.73,(含运费：￥0.00),交易成功,订单详情,双方已评,查看礼包,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/8,订单号: 1353929115890658774,三只松鼠旗舰店,满减【三只松鼠_夏威夷果160g】坚果零食特产休闲食品每日干果仁 [交易快照],食品口味：奶油味265gx1袋,￥105.00,￥69.00,1,违规举报,退运保险,￥118.40,(含运费：￥0.00),交易关闭,订单详情,满减【三只松鼠_猪肉脯】零食小吃熟食靖江特产肉干肉片网红食品 [交易快照],肉类产品：猪肉脯口味：猪肉脯原味自然片150gx1袋,￥60.00,￥52.90,1,违规举报,退运保险,满减【三只松鼠_坚果大礼包1393g/7袋】零食每日混合坚果送礼礼盒 [交易快照],食品口味：坚果大礼包1413g/8袋装,￥300.00,￥163.50,1,违规举报,退运保险,满减【三只松鼠_蜀香牛肉】休闲麻辣零食小吃肉脯特产牛肉干美食 [交易快照],口味：麻辣味100gx1袋,￥50.00,￥33.00,1,违规举报,退运保险,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,
2020/11/8,订单号: 1353926919693658774,三只松鼠旗舰店,满减【三只松鼠_每日坚果175g/7天装】零食礼包混合果干果仁孕妇 [交易快照],食品口味：【7天特惠装】175g,￥260.00,￥77.50,1,违规举报,退运保险,￥118.90,(含运费：￥0.00),交易关闭,订单详情,满减【三只松鼠_手剥巴旦木】干果休闲零食坚果炒货坚果扁桃仁 [交易快照],食品口味：185gx1袋,￥70.00,￥41.50,1,违规举报,退运保险,满减【三只松鼠_开心果100g】休闲零食小吃坚果干果仁炒货无漂白 [交易快照],食品口味：原味185gx1袋,￥100.00,￥76.90,1,违规举报,退运保险,满减【三只松鼠_芒果干】泰国味网红小吃休闲零食蜜饯水果干果脯 [交易快照],食品口味：厚切芒果干100gx1袋,￥39.00,￥24.00,1,违规举报,退运保险,满减【三只松鼠_碧根果160g】休闲零食特产坚果干果山核桃奶油味 [交易快照],食品口味：奶油味210gx1袋,￥80.00,￥66.00,1,违规举报,退运保险,满减【三只松鼠_蜀香牛肉】休闲麻辣零食小吃肉脯特产牛肉干美食 [交易快照],口味：麻辣味100gx1袋,￥50.00,￥33.00,1,违规举报,退运保险,保险服务,￥0.00,,,,,,,,,
2020/11/8,订单号: 1353919719865658774,三只松鼠旗舰店,满减【三只松鼠_坚果大礼包1393g/7袋】零食每日混合坚果送礼礼盒 [交易快照],食品口味：坚果大礼包1413g/8袋装,￥300.00,￥163.50,1,申请售后,运费险已出单,￥96.20,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,满减【三只松鼠_猪肉脯】零食小吃熟食靖江特产肉干肉片网红食品 [交易快照],肉类产品：猪肉脯口味：猪肉脯原味自然片150gx1袋,￥60.00,￥39.90,1,申请售后,运费险已出单,满减【三只松鼠_蜀香牛肉】休闲麻辣零食小吃肉脯特产牛肉干美食 [交易快照],口味：麻辣味100gx1袋,￥50.00,￥33.00,1,申请售后,运费险已出单,满减【三只松鼠_夏威夷果160g】坚果零食特产休闲食品每日干果仁 [交易快照],食品口味：奶油味265gx1袋,￥105.00,￥65.80,1,申请售后,运费险已出单,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,
2020/11/7,订单号: 1352611622953658774,良品铺子旗舰店,良品铺子零食大礼包送女友零食超大一箱整箱巨型包组合装1418g [交易快照],口味：小时刻大礼包1418g【含芒果干等共13包】-多版本随机发货--,￥118.00,￥98.00,1,违规举报,退运保险,￥54.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/7,订单号: 1351278757951658774,mecity官方旗舰店,MECITY男装2020冬季新款复古针织高领毛衣多色羊绒修身毛衫男潮 [交易快照],颜色：云朵白尺码：175/96A[(L)],￥449.00,￥379.00,1,违规举报,￥209.95,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/6,订单号: 1350497847619658774,中国移动官方旗舰店,四川 移动 手机充值 100元 快充直充 24小时自动充 快速到账,￥100.00,1,申请售后,￥100.00,(自动充值),充值成功,订单详情,花呗账单,双方已评,再次购买,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/6,订单号: 1350352586396658774,中国移动官方旗舰店,四川 移动 手机充值 100元 快充直充 24小时自动充 快速到账,￥100.00,1,投诉卖家,￥100.00,(自动充值),交易关闭,订单详情,再次购买,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/5,订单号: 1348732656762658774,阿宽旗舰店,阿宽酸辣粉重庆正宗红薯粗粉条懒人学生速食方便面麻辣烫1桶装 [交易快照],口味：酸辣粉145g*1杯,￥20.00,￥11.30,2,申请售后,￥100.20,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,阿宽勾魂米线鲜辣味1袋装 四川风味特产小吃非油炸方便速食细粉丝 [交易快照],￥12.00,￥7.60,3,申请售后,阿宽椒麻拌面网红油泼葱油干拌面宽面速食台湾拌面刀削面130g*1袋 [交易快照],￥18.00,￥15.60,2,申请售后,阿宽大BOSS酸辣粉网红加牛肉正宗重庆速食冲泡红薯粉条粉丝 1桶装 [交易快照],口味：大boss酸辣粉1桶,￥18.00,￥16.80,2,申请售后,阿宽网红酸辣红油面皮铺盖拌面宽面条方便袋装非油炸健康泡面1袋 [交易快照],口味：椒麻味110g*1袋,￥12.00,￥7.50,4,申请售后,阿宽网红酸辣红油面皮铺盖拌面宽面条方便袋装非油炸健康泡面1袋 [交易快照],口味：麻辣味110g*1袋,￥12.00,￥7.50,4,申请售后,阿宽网红酸辣红油面皮铺盖拌面宽面条方便袋装非油炸健康泡面1袋 [交易快照],口味：酸辣味105g*1袋,￥12.00,￥7.50,4,申请售后,,,,,,,,,,
2020/11/5,订单号: 1348587507692658774,卡宾官方旗舰店,李汶翰同款卡宾男装连帽中长款羽绒服20冬貉子毛领极寒保暖加厚H [交易快照],颜色：煤黑色01尺码：52/180/XL,￥2399.00,￥1295.00,1,申请售后,￥707.00,(含运费：￥0.00),交易成功,订单详情,花呗账单,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/2,订单号: 1339990920510658774,南极人克利雅专卖店,【狂欢价】男士秋冬季款牛仔裤直筒宽松韩版ins潮流牌学生百搭款加绒长裤子 [交易快照],颜色：蓝色-春秋款尺码：29,￥169.00,￥62.10,1,查看退款,投诉商家,运费险已赔付,垫付（62.10元）,￥62.10,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/1,订单号: 1336381921304658774,墨构旗舰店,墨构秋冬半高领毛衣男纯色修身打底针织衫精致韩风羊毛衫加厚保暖 [交易快照],颜色：咖啡尺码：170/M,￥189.00,￥88.00,1,换货完成,申请售后,运费险已赔付,￥77.71,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/1,订单号: 1336381921305658774,花明兔旗舰店,黑色卫衣男国潮刺绣宽松大码上衣男装加绒加厚秋季情侣版2020新款 [交易快照],颜色：白色尺码：L[适合【130-155】],￥169.00,￥119.00,1,申请售后,退运保险,￥94.93,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/1,订单号: 1336381921306658774,古角牛旗舰店,【狂欢价】秋冬款牛仔长裤男修身小脚潮牌弹力秋季潮流百搭休闲加绒男士裤子 [交易快照],颜色：CX_705烟灰尺码：31[适合体重120-130斤],￥160.00,￥79.00,1,查看退款,投诉商家,运费险已赔付,垫付（69.76元）,￥69.76,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/1,订单号: 1336381921307658774,matche旗舰店,【狂欢价】黑色男士牛仔裤修身小脚秋冬季加绒款韩版潮流百搭休闲长裤子潮牌 [交易快照],颜色：925黑色尺码：31[2尺4],￥168.00,￥69.90,1,查看退款,投诉商家,运费险已赔付,垫付（61.72元）,￥61.72,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/11/1,订单号: 1336381921308658774,牧魁旗舰店,【狂欢价】冬季马丁靴男高帮皮鞋百搭韩版潮真皮英伦风中帮男靴加绒男士靴子 [交易快照],颜色分类：黑色(收藏加购优先发货）尺码：41,￥798.00,￥328.00,1,申请售后,退运保险,￥289.63,(含运费：￥0.00),交易成功,订单详情,花呗账单,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/29,订单号: 1332440750954658774,卡宾官方旗舰店,卡宾男装休闲黑色羽绒夹克2020秋冬国潮脸谱老虎刺绣保暖新款A [交易快照],颜色：煤黑色01【预售 11.16发货】尺码：50/175/L,￥1299.00,￥701.00,1,换货完成,申请售后,￥377.81,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/29,订单号: 1331403876686658774,verafca旗舰店,VERAF CA情侣装秋装国潮流嘻哈3D烫钻宽松卫衣外套男生连帽衫ins [交易快照],颜色：黑色尺码：M,￥399.00,￥269.00,1,违规举报,￥169.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/29,订单号: 1332213805389658774,天天特卖工厂店,板鞋鞋带篮球鞋男女帆布圆鞋绳运动小白鞋黑彩色鞋带扁平百搭纯白 [交易快照],颜色分类：板鞋扁平白色1双,本品由义乌市培元日用品有限公司售卖,￥2.80,￥1.90,3,申请售后,运费险已出单,￥5.70,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/29,订单号: 1331376840282658774,花明兔旗舰店,黑色卫衣男国潮刺绣宽松大码上衣男装加绒加厚秋季情侣版2020新款 [交易快照],颜色：白色尺码：L[适合【130-155】],￥169.00,￥119.00,1,查看退款,投诉商家,退运保险,￥95.81,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/26,订单号: 1327385628545658774,汉远数码专营店,电脑键盘清洁泥神器软胶笔记本手机屏幕清洁剂清理清洗粘灰套装 [交易快照],颜色分类：绿色10袋【80克/袋】,￥12.90,1,申请售后,￥12.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/25,订单号: 1324628496261658774,banp旗舰店,2件】莫代尔棉长袖t恤男加绒加厚打底衫内搭保暖上衣服秋冬季秋衣 [交易快照],颜色：长O莫代尔-黑色+紫色尺码：L,￥138.00,￥69.00,1,申请售后,运费险已出单,￥69.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/23,订单号: 1321766065398658774,aykki服饰旗舰店,秋冬季男士休闲裤直筒裤宽松运动裤百搭灰色针织卫裤加绒潮牌长裤 [交易快照],颜色：黑色尺码：L,￥136.00,￥69.00,1,申请售后,运费险已出单,￥69.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/15,订单号: 1303900848651658774,禾木风家居旗舰店,空气清新剂香薰精油家用卧室内持久房间香水香氛摆件厕所除臭熏香 [交易快照],香味：栀子花-芬芳馥郁 久而弥漫{法国原料},￥80.00,￥9.90,1,申请售后,运费险已出单,￥9.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/14,订单号: 1302060314535658774,拉芙菲尔旗舰店,枕头单人五星级酒店枕芯护颈椎枕家用纯棉助睡眠整头双人一对拍2 [交易快照],颜色分类：低枕【单只装】-A类升级款,￥219.00,￥69.00,1,查看退款,投诉商家,运费险已赔付,垫付（69.00元）,￥69.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/11,订单号: 1296899821010658774,拉芙菲尔旗舰店,枕头单人五星级酒店枕芯护颈椎枕家用纯棉助睡眠整头双人一对拍2 [交易快照],颜色分类：中枕【单只装】-A类升级款,￥269.00,￥79.00,1,申请售后,运费险已出单,￥79.00,(含运费：￥0.00),交易成功,订单详情,花呗账单,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/6,订单号: 1288979859612658774,衣品天成旗舰店,衣品天成2020冬装新款工装裤男撞色字母刺绣宽松直筒潮牌休闲裤男 [交易快照],颜色：军绿色 S码现货，其余预售10月18日前发货尺码：M,￥319.00,￥309.00,1,查看退款,投诉商家,￥109.00,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/6,订单号: 1287990902780658774,米优旗舰店,【家装季价】卧室温馨家用莫兰迪纯色防水自粘壁纸寝室宿舍背景墙装饰自贴墙纸 [交易快照],辅材套餐：仅墙纸颜色分类：【马卡龙款-柠檬黄】60CM宽*5米长,￥18.00,￥10.80,1,申请售后,运费险已出单,￥10.48,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/6,订单号: 1286477460666658774,小明技术服务小店,acrobat pro dc 2020正版mac adobe reader xi PDF转wrod编辑软件 [交易快照],￥9.90,￥2.80,1,申请售后,投诉卖家,￥2.80,(含运费：￥0.00),交易成功,订单详情,双方已评,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/5,订单号: 1285498443206658774,松下潮开专卖店,【家装季价】松下充电led台灯护眼书桌学生宿舍学习小台风灯儿童床头插电两用 [交易快照],开关类型：触摸开关颜色分类：5W 调色调光 可充电 【白色】,￥299.00,￥68.00,1,投诉商家,申请售后,运费险已出单,￥68.00,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,增值服务：家装三年质保,￥0.00,1,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,订单号: 1284192937518658774,清塘荷韵家居旗舰店,早餐杯子陶瓷马克杯带盖勺创意牛奶杯情侣咖啡杯简约家用办公水杯 [交易快照],颜色分类：绿色-日式杯+瓷盖瓷勺,￥19.65,￥8.25,1,申请售后,运费险已出单,￥8.25,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,订单号: 1284088539400658774,艾洛尔旗舰店,袜子男中筒长袜条纹运动毛圈棉袜高帮潮流秋冬季百搭潮加厚毛巾底 [交易快照],颜色分类：【四季款】组合一尺码：均码（5双装 收藏加购享优先发货）,￥47.50,￥23.80,1,申请售后,￥23.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/4,订单号: 1283879378131658774,卡帝乐鳄鱼鞋类旗舰店,【国庆价】冬季皮鞋男商务正装男鞋秋季真皮男士小皮鞋青年英伦内增高休闲鞋 [交易快照],颜色分类：黑色-质感皮面-2127尺码：42[标准运动鞋码],￥269.00,￥168.00,1,查看退款,投诉商家,退运保险,垫付（142.80元）,￥142.80,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,订单号: 1278957925656658774,波司登官方旗舰店,波司登新款中长款连帽时尚冬季保暖外套白色男羽绒服 [交易快照],颜色：黑色8056尺码：175/92A,￥4198.00,￥801.00,1,违规举报,￥720.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,订单号: 1278949069860658774,波司登官方旗舰店,波司登男新品羽绒服保暖防寒工装短款冬装外套夹克 [交易快照],颜色：黑色8056尺码：180/96A,￥5098.00,￥780.00,1,违规举报,￥680.00,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,订单号: 1279081046438658774,美特斯邦威官方网店,美特斯邦威卫衣男连帽刺绣新款春秋宽松休闲字母潮男士情侣装外套 [交易快照],颜色：亮白尺码：170/M,￥599.00,￥139.90,1,申请售后,￥69.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,订单号: 1279121655857658774,尚品阁家居专营店,【国庆价】排插固定器壁挂插座收纳插线板拖线板无痕免打孔粘贴插座固定神器 [交易快照],颜色分类：透明款【宽3cm*长1米*厚2mm】,￥17.80,￥8.90,1,申请售后,￥8.90,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,订单号: 1279129503702658774,尚品阁家居专营店,【国庆价】排插固定器壁挂插座收纳插线板拖线板无痕免打孔粘贴插座固定神器 [交易快照],颜色分类：透明款【宽3cm*长1米*厚2mm】,￥17.80,￥8.90,1,违规举报,￥8.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,订单号: 1278928442197658774,大工天成工具工厂店,十字螺丝刀双头两用一字家用超硬工业级起子多功能平口锣丝刀改锥 [交易快照],颜色分类：两用包胶柄6mmx90mm,￥11.80,￥6.90,1,申请售后,投诉卖家,￥6.56,(含运费：￥0.00),交易成功,订单详情,双方已评,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,订单号: 1278792433122658774,尚品阁家居专营店,【国庆价】排插固定器壁挂插座收纳插线板拖线板无痕免打孔粘贴插座固定神器 [交易快照],颜色分类：透明款【宽3cm*长2米*厚2mm】,￥31.80,￥14.30,1,查看退款,投诉商家,￥14.30,(含运费：￥0.00),交易关闭,订单详情,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/10/1,订单号: 1278774613938658774,爵盾旗舰店,【家装季价】客厅免打孔墙上置物架挂墙壁隔板墙面书架电视墙壁挂架卧室装饰 [交易快照],颜色分类：象牙白色三件套【★粘贴式安装】,￥39.80,￥19.90,1,申请售后,￥19.31,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/27,订单号: 1271170191377658774,爵盾旗舰店,【家装季价】客厅免打孔墙上置物架挂墙壁隔板墙面书架电视墙壁挂架卧室装饰 [交易快照],颜色分类：象牙白色三件套【★粘贴式安装】,￥39.80,￥19.90,1,违规举报,￥19.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/27,订单号: 1271170191378658774,尚品阁家居专营店,排插固定器壁挂插座收纳插线板拖线板无痕免打孔粘贴插座固定神器 [交易快照],颜色分类：透明款【宽3cm*长1米*厚2mm】,￥17.80,￥9.90,1,违规举报,￥9.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/27,订单号: 1270012284310658774,大工天成工具工厂店,十字螺丝刀双头两用一字家用超硬工业级起子多功能平口锣丝刀改锥 [交易快照],颜色分类：两用包胶柄6mmx140mm,￥12.50,￥7.30,1,投诉卖家,￥6.19,(含运费：￥0.00),交易关闭,订单详情,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/25,订单号: 1268308045480658774,围家旗舰店,插排固定器壁挂插座收纳插线板墙上无痕免打孔排插贴插座固定神器 [交易快照],颜色分类：1m长（标准款）,￥19.00,￥9.90,1,违规举报,￥9.90,(含运费：￥0.00),交易关闭,订单详情,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/25,订单号: 1268517747303658774,益伟家居旗舰店,床单被子固定器无针安全隐形沙发垫防跑沙发贴防滑片神器家用无痕 [交易快照],颜色分类：【白色圆】30个装￥7.8,￥42.00,￥10.80,1,申请售后,￥7.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/25,订单号: 1268244649803658774,思百舍旗舰店,60支长绒棉四件套全棉纯棉100床单被套被罩床笠北欧风4床上用品三 [交易快照],适用床尺寸：1.2m床单款三件套【适合150*200被子】颜色分类：60支长绒棉轻奢-海青浅灰,￥899.00,￥118.00,1,申请售后,运费险已出单,￥97.46,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/24,订单号: 1265570281890658774,宝迪妮冰蔻专卖店,全自动雨伞男折叠大号双人学生帅气简约晴雨两用女超大车载反向伞 [交易快照],颜色分类：&darr：全自动-安全反光-反向雨伞&darr,￥199.00,￥48.80,1,申请售后,运费险已出单,￥28.80,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/22,订单号: 1261489789667658774,诗丹帝国旗舰店,【潮酷价】牛仔裤男直筒宽松潮流韩版百搭潮牌2020新款痞帅气秋季九分长裤子 [交易快照],颜色：深蓝色尺码：L,￥100.00,￥67.00,1,申请售后,运费险已出单,￥61.99,(含运费：￥0.00),交易成功,订单详情,双方已评,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/9/21,订单号: 1261559090664658774,水漾家纺旗舰店,【潮酷价】60支全棉贡缎床单单件纯棉纯色单双人1.2米1.5米1.8m床被单三件套 [交易快照],颜色分类：青艾蓝床单尺寸：床单+枕套三件套：160cmx210cm(适用于1.0米/1.2米床）,￥345.00,￥138.00,1,查看退款,投诉商家,运费险已赔付,垫付（123.86元）,￥123.86,(含运费：￥0.00),交易关闭,订单详情,申请开票,保险服务,￥0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
